"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Mã biến thể","Tên biến thể","Màu ánh sáng","Loại LED","Công suất","Mạch","Điện áp","Kích thước LED","Số lượng LED"
"C30DD7XS050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C30DD7XS050-5B3-5C-48LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X | Trắng (5.000K), Bridgelux 3030, 50W, 5C, 30VDC, 48LED","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","3030","48"
"C30DD7XS050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C30DD7XS050-4B3-5C-48LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X | Trung tính (4.000K - 4.200K), Bridgelux 3030, 50W, 5C, 30VDC, 48LED","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","3030","48"
"C30DD7XS050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C30DD7XS050-3B3-5C-48LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường BRP37X | Vàng (3.000K - 3.200K), Bridgelux 3030, 50W, 5C, 30VDC, 48LED","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","3030","48"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-6P5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trắng (6.000K - 6.500K), Lumileds 5050, 50W, 5C, 30VDC, 16LED","Trắng (6.000K - 6.500K)","Lumileds 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-5P5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trắng (5.000K), Lumileds 5050, 50W, 5C, 30VDC, 16LED","Trắng (5.000K)","Lumileds 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-4P5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trung tính (4.000K - 4.200K), Lumileds 5050, 50W, 5C, 30VDC, 16LED","Trung tính (4.000K - 4.200K)","Lumileds 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-3P5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Vàng (3.000K - 3.200K), Lumileds 5050, 50W, 5C, 30VDC, 16LED","Vàng (3.000K - 3.200K)","Lumileds 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-6B5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trắng (6.000K - 6.500K), Bridgelux 5050, 50W, 5C, 30VDC, 16LED","Trắng (6.000K - 6.500K)","Bridgelux 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-5B5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trắng (5.000K), Bridgelux 5050, 50W, 5C, 30VDC, 16LED","Trắng (5.000K)","Bridgelux 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-4B5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Trung tính (4.000K - 4.200K), Bridgelux 5050, 50W, 5C, 30VDC, 16LED","Trung tính (4.000K - 4.200K)","Bridgelux 5050","50","5C","30VDC","5050","16"
"C50DD7XS050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X","Chip LED đèn đường","C50DD7XS050-3B5-5C-16LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường BRP37X | Vàng (3.000K - 3.200K), Bridgelux 5050, 50W, 5C, 30VDC, 16LED","Vàng (3.000K - 3.200K)","Bridgelux 5050","50","5C","30VDC","5050","16"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-6P3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trắng (6.000K - 6.500K), Lumileds 3030, 100W, 5Cx2, 30VDC, 100LED","Trắng (6.000K - 6.500K)","Lumileds 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-5P3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trắng (5.000K), Lumileds 3030, 100W, 5Cx2, 30VDC, 100LED","Trắng (5.000K)","Lumileds 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-4P3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trung tính (4.000K - 4.200K), Lumileds 3030, 100W, 5Cx2, 30VDC, 100LED","Trung tính (4.000K - 4.200K)","Lumileds 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-3P3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Vàng (3.000K - 3.200K), Lumileds 3030, 100W, 5Cx2, 30VDC, 100LED","Vàng (3.000K - 3.200K)","Lumileds 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-6B3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trắng (6.000K - 6.500K), Bridgelux 3030, 100W, 5Cx2, 30VDC, 100LED","Trắng (6.000K - 6.500K)","Bridgelux 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-5B3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trắng (5.000K), Bridgelux 3030, 100W, 5Cx2, 30VDC, 100LED","Trắng (5.000K)","Bridgelux 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-4B3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Trung tính (4.000K - 4.200K), Bridgelux 3030, 100W, 5Cx2, 30VDC, 100LED","Trung tính (4.000K - 4.200K)","Bridgelux 3030","100","5Cx2","30VDC","3030","100"
"C30DD9XS100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X","Chip LED đèn đường","C30DD9XS100-3B3-5Cx2-100LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường BRP39X | Vàng (3.000K - 3.200K), Bridgelux 3030, 100W, 5Cx2, 30VDC, 100LED","Vàng (3.000K - 3.200K)","Bridgelux 3030","100","5Cx2","30VDC","3030","100"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-6P3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 3030, 50W, 5Cx2, 30VDC, 96LED","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-5P3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 3030, 50W, 5Cx2, 30VDC, 96LED","Trắng (5.000K)","Lumileds 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-4P3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 3030, 50W, 5Cx2, 30VDC, 96LED","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-3P3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 3030, 50W, 5Cx2, 30VDC, 96LED","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-6B3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 3030, 50W, 5Cx2, 30VDC, 96LED","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-5B3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 3030, 50W, 5Cx2, 30VDC, 96LED","Trắng (5.000K)","Bridgelux 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-4B3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 3030, 50W, 5Cx2, 30VDC, 96LED","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5Cx2","30VDC","3030","96"
"C30DD20S050","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S050-3B3-5Cx2-96LED","Chip đèn đường 50W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 3030, 50W, 5Cx2, 30VDC, 96LED","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5Cx2","30VDC","3030","96"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-6P5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 5050, 50W, 5Cx2, 30VDC, 24LED","Trắng (6.000K - 6.500K)","Lumileds 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-5P5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 5050, 50W, 5Cx2, 30VDC, 24LED","Trắng (5.000K)","Lumileds 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-4P5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 5050, 50W, 5Cx2, 30VDC, 24LED","Trung tính (4.000K - 4.200K)","Lumileds 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-3P5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 5050, 50W, 5Cx2, 30VDC, 24LED","Vàng (3.000K - 3.200K)","Lumileds 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-6B5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 5050, 50W, 5Cx2, 30VDC, 24LED","Trắng (6.000K - 6.500K)","Bridgelux 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-5B5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 5050, 50W, 5Cx2, 30VDC, 24LED","Trắng (5.000K)","Bridgelux 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-4B5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 5050, 50W, 5Cx2, 30VDC, 24LED","Trung tính (4.000K - 4.200K)","Bridgelux 5050","50","5Cx2","30VDC","5050","24"
"C50DD20S050","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S050-3B5-5Cx2-24LED","Chip đèn đường 50W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 5050, 50W, 5Cx2, 30VDC, 24LED","Vàng (3.000K - 3.200K)","Bridgelux 5050","50","5Cx2","30VDC","5050","24"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-6P3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 3030, 100W, 5Cx3, 30VDC, 128LED","Trắng (6.000K - 6.500K)","Lumileds 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-5P3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 3030, 100W, 5Cx3, 30VDC, 128LED","Trắng (5.000K)","Lumileds 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-4P3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 3030, 100W, 5Cx3, 30VDC, 128LED","Trung tính (4.000K - 4.200K)","Lumileds 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-3P3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 3030, 100W, 5Cx3, 30VDC, 128LED","Vàng (3.000K - 3.200K)","Lumileds 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-6B3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 3030, 100W, 5Cx3, 30VDC, 128LED","Trắng (6.000K - 6.500K)","Bridgelux 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-5B3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 3030, 100W, 5Cx3, 30VDC, 128LED","Trắng (5.000K)","Bridgelux 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-4B3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 3030, 100W, 5Cx3, 30VDC, 128LED","Trung tính (4.000K - 4.200K)","Bridgelux 3030","100","5Cx3","30VDC","3030","128"
"C30DD20S100","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S100-3B3-5Cx3-128LED","Chip đèn đường 100W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 3030, 100W, 5Cx3, 30VDC, 128LED","Vàng (3.000K - 3.200K)","Bridgelux 3030","100","5Cx3","30VDC","3030","128"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-6P5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 5050, 100W, 5Cx3, 30VDC, 32LED","Trắng (6.000K - 6.500K)","Lumileds 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-5P5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 5050, 100W, 5Cx3, 30VDC, 32LED","Trắng (5.000K)","Lumileds 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-4P5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 5050, 100W, 5Cx3, 30VDC, 32LED","Trung tính (4.000K - 4.200K)","Lumileds 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-3P5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 5050, 100W, 5Cx3, 30VDC, 32LED","Vàng (3.000K - 3.200K)","Lumileds 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-6B5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 5050, 100W, 5Cx3, 30VDC, 32LED","Trắng (6.000K - 6.500K)","Bridgelux 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-5B5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 5050, 100W, 5Cx3, 30VDC, 32LED","Trắng (5.000K)","Bridgelux 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-4B5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 5050, 100W, 5Cx3, 30VDC, 32LED","Trung tính (4.000K - 4.200K)","Bridgelux 5050","100","5Cx3","30VDC","5050","32"
"C50DD20S100","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S100-3B5-5Cx3-32LED","Chip đèn đường 100W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 5050, 100W, 5Cx3, 30VDC, 32LED","Vàng (3.000K - 3.200K)","Bridgelux 5050","100","5Cx3","30VDC","5050","32"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-6P3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 3030, 150W, 5Cx4, 30VDC, 240LED","Trắng (6.000K - 6.500K)","Lumileds 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-5P3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 3030, 150W, 5Cx4, 30VDC, 240LED","Trắng (5.000K)","Lumileds 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-4P3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 3030, 150W, 5Cx4, 30VDC, 240LED","Trung tính (4.000K - 4.200K)","Lumileds 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-3P3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 3030, 150W, 5Cx4, 30VDC, 240LED","Vàng (3.000K - 3.200K)","Lumileds 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-6B3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 3030, 150W, 5Cx4, 30VDC, 240LED","Trắng (6.000K - 6.500K)","Bridgelux 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-5B3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 3030, 150W, 5Cx4, 30VDC, 240LED","Trắng (5.000K)","Bridgelux 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-4B3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 3030, 150W, 5Cx4, 30VDC, 240LED","Trung tính (4.000K - 4.200K)","Bridgelux 3030","150","5Cx4","30VDC","3030","240"
"C30DD20S150","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S150-3B3-5Cx4-240LED","Chip đèn đường 150W LED 3030 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 3030, 150W, 5Cx4, 30VDC, 240LED","Vàng (3.000K - 3.200K)","Bridgelux 3030","150","5Cx4","30VDC","3030","240"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-6P5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 5050, 150W, 5Cx4, 30VDC, 60LED","Trắng (6.000K - 6.500K)","Lumileds 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-5P5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Lumileds 5050, 150W, 5Cx4, 30VDC, 60LED","Trắng (5.000K)","Lumileds 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-4P5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Lumileds 5050, 150W, 5Cx4, 30VDC, 60LED","Trung tính (4.000K - 4.200K)","Lumileds 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-3P5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Lumileds 5050, 150W, 5Cx4, 30VDC, 60LED","Vàng (3.000K - 3.200K)","Lumileds 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-6B5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Bridgelux 5050, 150W, 5Cx4, 30VDC, 60LED","Trắng (6.000K - 6.500K)","Bridgelux 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-5B5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trắng (5.000K), Bridgelux 5050, 150W, 5Cx4, 30VDC, 60LED","Trắng (5.000K)","Bridgelux 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-4B5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Trung tính (4.000K - 4.200K), Bridgelux 5050, 150W, 5Cx4, 30VDC, 60LED","Trung tính (4.000K - 4.200K)","Bridgelux 5050","150","5Cx4","30VDC","5050","60"
"C50DD20S150","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C50DD20S150-3B5-5Cx4-60LED","Chip đèn đường 150W LED 5050 - Sử dụng: Đèn đường D20 | Vàng (3.000K - 3.200K), Bridgelux 5050, 150W, 5Cx4, 30VDC, 60LED","Vàng (3.000K - 3.200K)","Bridgelux 5050","150","5Cx4","30VDC","5050","60"
"C30DD20S200","Chip đèn đường 200W LED 3030 - Sử dụng: Đèn đường D20","Chip LED đèn đường","C30DD20S200-6P3-5Cx5-320LED","Chip đèn đường 200W LED 3030 - Sử dụng: Đèn đường D20 | Trắng (6.000K - 6.500K), Lumileds 3030, 200W, 5Cx5, 30VDC, 320LED","Trắng (6.000K - 6.500K)","Lumileds 3030","200","5Cx5","30VDC","3030","320"
