"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu sơn","Version","Phân loại vỏ"
"VDPTV","Vỏ đèn pha tròn vuông PTV Chip COB Công suất 500W","(V) Vỏ đèn","VDPTVC500-66","Vỏ đèn pha tròn vuông PTV Chip COB Công suất 500W | IP66","500","","","IP66"
"VDPKD","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 50W","(V) Vỏ đèn","VDPKDC050","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 50W","50","","",""
"VDPKD","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 100W","(V) Vỏ đèn","VDPKDC100","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 100W","100","","",""
"VDPKD","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 150W","(V) Vỏ đèn","VDPKDC150","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 150W","150","","",""
"VDPKD","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 200W","(V) Vỏ đèn","VDPKDC200","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 200W","200","","",""
"VDPKD","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 300W","(V) Vỏ đèn","VDPKDC300","Vỏ đèn pha kẻ dọc PKD Chip COB Công suất 300W","300","","",""
"VDPVL","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 100W","(V) Vỏ đèn","VDPVLC100","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 100W","100","","",""
"VDPVL","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 150W","(V) Vỏ đèn","VDPVLC150","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 150W","150","","",""
"VDPVL","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 200W","(V) Vỏ đèn","VDPVLC200","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 200W","200","","",""
"VDPVL","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 300W","(V) Vỏ đèn","VDPVLC300","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 300W","300","","",""
"VDPVL","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 400W","(V) Vỏ đèn","VDPVLC400","Vỏ đèn pha viền mắt lồi hộp nguồn sau PVL Chip COB Công suất 400W","400","","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 200W","(V) Vỏ đèn","VDPCCC200-BK","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 200W | Đen","200","Đen","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 400W","(V) Vỏ đèn","VDPCCC400-BK","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 400W | Đen","400","Đen","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 500W","(V) Vỏ đèn","VDPCCC500-GY","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 500W | Xám","500","Xám","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 600W","(V) Vỏ đèn","VDPCCC600-GY","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 600W | Xám","600","Xám","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 800W","(V) Vỏ đèn","VDPCCC800-GY","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 800W | Xám","800","Xám","",""
"VDPCC","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 1000W","(V) Vỏ đèn","VDPCCC1K0-GY","Vỏ đèn pha cầu cảng PCC Chip COB Công suất 1000W | Xám","1000","Xám","",""
"VDPCT","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 500W","(V) Vỏ đèn","VDPCTC500","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 500W","500","","",""
"VDPCT","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 1000W","(V) Vỏ đèn","VDPCTC1K0","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 1000W","1000","","",""
"VDPCT","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 1500W","(V) Vỏ đèn","VDPCTC1K5","Vỏ đèn pha cẩu tháp PCT Chip COB Công suất 1500W","1500","","",""
"VDPVD","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 200W","(V) Vỏ đèn","VDPVDS200","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 200W","200","","",""
"VDPVD","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 600W","(V) Vỏ đèn","VDPVDS600","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 600W","600","","",""
"VDPVD","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 1000W","(V) Vỏ đèn","VDPVDS1K0","Vỏ đèn pha sân vận động PVD Chip SMD Công suất 1000W","1000","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 50W","(V) Vỏ đèn","VDXHBC050","Vỏ đèn nhà xưởng highbay XHB Công suất 50W","50","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 100W","(V) Vỏ đèn","VDXHBC100","Vỏ đèn nhà xưởng highbay XHB Công suất 100W","100","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 150W","(V) Vỏ đèn","VDXHBC150","Vỏ đèn nhà xưởng highbay XHB Công suất 150W","150","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 200W","(V) Vỏ đèn","VDXHBC200","Vỏ đèn nhà xưởng highbay XHB Công suất 200W","200","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 250W","(V) Vỏ đèn","VDXHBC250","Vỏ đèn nhà xưởng highbay XHB Công suất 250W","250","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 300W","(V) Vỏ đèn","VDXHBC300","Vỏ đèn nhà xưởng highbay XHB Công suất 300W","300","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 350W","(V) Vỏ đèn","VDXHBC350","Vỏ đèn nhà xưởng highbay XHB Công suất 350W","350","","",""
"VDXHB","Vỏ đèn nhà xưởng highbay XHB Công suất 400W","(V) Vỏ đèn","VDXHBC400","Vỏ đèn nhà xưởng highbay XHB Công suất 400W","400","","",""
"VDX01","Vỏ đèn nhà xưởng UFO X01 Công suất 50W","(V) Vỏ đèn","VDX01S050","Vỏ đèn nhà xưởng UFO X01 Công suất 50W","50","","",""
"VDX01","Vỏ đèn nhà xưởng UFO X01 Công suất 100W","(V) Vỏ đèn","VDX01S100","Vỏ đèn nhà xưởng UFO X01 Công suất 100W","100","","",""
"VDX01","Vỏ đèn nhà xưởng UFO X01 Công suất 150W","(V) Vỏ đèn","VDX01S150","Vỏ đèn nhà xưởng UFO X01 Công suất 150W","150","","",""
"VDX01","Vỏ đèn nhà xưởng UFO X01 Công suất 200W","(V) Vỏ đèn","VDX01S200","Vỏ đèn nhà xưởng UFO X01 Công suất 200W","200","","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 100W","(V) Vỏ đèn","VDX02S100-GY","Vỏ đèn nhà xưởng UFO X02 Công suất 100W | Xám","100","Xám","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 100W","(V) Vỏ đèn","VDX02S100-BN","Vỏ đèn nhà xưởng UFO X02 Công suất 100W | Nâu","100","Nâu","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 150W","(V) Vỏ đèn","VDX02S150-GY","Vỏ đèn nhà xưởng UFO X02 Công suất 150W | Xám","150","Xám","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 150W","(V) Vỏ đèn","VDX02S150-BN","Vỏ đèn nhà xưởng UFO X02 Công suất 150W | Nâu","150","Nâu","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 200W","(V) Vỏ đèn","VDX02S200-GY","Vỏ đèn nhà xưởng UFO X02 Công suất 200W | Xám","200","Xám","",""
"VDX02","Vỏ đèn nhà xưởng UFO X02 Công suất 200W","(V) Vỏ đèn","VDX02S200-BN","Vỏ đèn nhà xưởng UFO X02 Công suất 200W | Nâu","200","Nâu","",""
"VDX03","Vỏ đèn nhà xưởng UFO X03 Công suất 100W","(V) Vỏ đèn","VDX03S100","Vỏ đèn nhà xưởng UFO X03 Công suất 100W","100","","",""
"VDX03","Vỏ đèn nhà xưởng UFO X03 Công suất 150W","(V) Vỏ đèn","VDX03S150","Vỏ đèn nhà xưởng UFO X03 Công suất 150W","150","","",""
"VDX03","Vỏ đèn nhà xưởng UFO X03 Công suất 200W","(V) Vỏ đèn","VDX03S200","Vỏ đèn nhà xưởng UFO X03 Công suất 200W","200","","",""
"VDX03","Vỏ đèn nhà xưởng UFO X03 Công suất 250W","(V) Vỏ đèn","VDX03S250","Vỏ đèn nhà xưởng UFO X03 Công suất 250W","250","","",""
"VDXTT","Vỏ đèn nhà xưởng thể thao XTT Công suất 50W","(V) Vỏ đèn","VDXTTS050","Vỏ đèn nhà xưởng thể thao XTT Công suất 50W","50","","",""
"VDXTT","Vỏ đèn nhà xưởng thể thao XTT Công suất 100W","(V) Vỏ đèn","VDXTTS100","Vỏ đèn nhà xưởng thể thao XTT Công suất 100W","100","","",""
"VDXTT","Vỏ đèn nhà xưởng thể thao XTT Công suất 150W","(V) Vỏ đèn","VDXTTS150","Vỏ đèn nhà xưởng thể thao XTT Công suất 150W","150","","",""
"VDXTT","Vỏ đèn nhà xưởng thể thao XTT Công suất 200W","(V) Vỏ đèn","VDXTTS200","Vỏ đèn nhà xưởng thể thao XTT Công suất 200W","200","","",""
"VDXTT","Vỏ đèn nhà xưởng thể thao XTT Công suất 250W","(V) Vỏ đèn","VDXTTS250","Vỏ đèn nhà xưởng thể thao XTT Công suất 250W","250","","",""
"VDNU1","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 50W","(V) Vỏ đèn","VDNU1C050","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 50W","50","","",""
"VDNU1","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 100W","(V) Vỏ đèn","VDNU1C100","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 100W","100","","",""
"VDNU1","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 150W","(V) Vỏ đèn","VDNU1C150","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 150W","150","","",""
"VDNU1","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 200W","(V) Vỏ đèn","VDNU1C200","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 200W","200","","",""
"VDNU1","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 250W","(V) Vỏ đèn","VDNU1C250","Vỏ đèn phòng nổ UFO NU1 Chip COB Công suất 250W","250","","",""
"VDNU2","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 100W","(V) Vỏ đèn","VDNU2S100","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 100W","100","","",""
"VDNU2","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 150W","(V) Vỏ đèn","VDNU2S150","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 150W","150","","",""
"VDNU2","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 200W","(V) Vỏ đèn","VDNU2S200","Vỏ đèn phòng nổ UFO NU2 Chip SMD Công suất 200W","200","","",""
"VDNCX","Vỏ đèn phòng nổ cây xăng NCX Công suất 100W","(V) Vỏ đèn","VDNCX-100","Vỏ đèn phòng nổ cây xăng NCX Công suất 100W","100","","",""
"VDNCX","Vỏ đèn phòng nổ cây xăng NCX Công suất 150W","(V) Vỏ đèn","VDNCX-150","Vỏ đèn phòng nổ cây xăng NCX Công suất 150W","150","","",""
"VDNCX","Vỏ đèn phòng nổ cây xăng NCX Công suất 200W","(V) Vỏ đèn","VDNCX-200","Vỏ đèn phòng nổ cây xăng NCX Công suất 200W","200","","",""
"VDNP1","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 200W","(V) Vỏ đèn","VDNP1S200-YL","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 200W | Vàng","200","Vàng","",""
"VDNP1","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 200W","(V) Vỏ đèn","VDNP1S200-MG","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 200W | Xanh rêu","200","Xanh rêu","",""
"VDNP1","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 400W","(V) Vỏ đèn","VDNP1S400-YL","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 400W | Vàng","400","Vàng","",""
"VDNP1","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 400W","(V) Vỏ đèn","VDNP1S400-MG","Vỏ đèn phòng nổ pha NP1 Chip SMD Công suất 400W | Xanh rêu","400","Xanh rêu","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W","(V) Vỏ đèn","VDDQLC030-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W | Đen","30","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W","(V) Vỏ đèn","VDDQLC030-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W | Xám","30","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W","(V) Vỏ đèn","VDDQLC030-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 30W | Chưa sơn","30","Chưa sơn","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W","(V) Vỏ đèn","VDDQLC050-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W | Đen","50","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W","(V) Vỏ đèn","VDDQLC050-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W | Xám","50","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W","(V) Vỏ đèn","VDDQLC050-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 50W | Chưa sơn","50","Chưa sơn","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W","(V) Vỏ đèn","VDDQLC100-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W | Đen","100","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W","(V) Vỏ đèn","VDDQLC100-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W | Xám","100","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W","(V) Vỏ đèn","VDDQLC100-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 100W | Chưa sơn","100","Chưa sơn","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W","(V) Vỏ đèn","VDDQLC150-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W | Đen","150","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W","(V) Vỏ đèn","VDDQLC150-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W | Xám","150","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W","(V) Vỏ đèn","VDDQLC150-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 150W | Chưa sơn","150","Chưa sơn","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W","(V) Vỏ đèn","VDDQLC200-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W | Đen","200","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W","(V) Vỏ đèn","VDDQLC200-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W | Xám","200","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W","(V) Vỏ đèn","VDDQLC200-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 200W | Chưa sơn","200","Chưa sơn","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W","(V) Vỏ đèn","VDDQLC250-BK","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W | Đen","250","Đen","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W","(V) Vỏ đèn","VDDQLC250-GY","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W | Xám","250","Xám","",""
"VDDQL","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W","(V) Vỏ đèn","VDDQLC250-NO","Vỏ đèn đường quạt (đèn đường lá) DQL Chip COB Công suất 250W | Chưa sơn","250","Chưa sơn","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD11S050","Vỏ đèn đường D11 Chip LED SMD Công suất 50W","50","","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD11S100","Vỏ đèn đường D11 Chip LED SMD Công suất 100W","100","","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD11S150","Vỏ đèn đường D11 Chip LED SMD Công suất 150W","150","","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD11S200","Vỏ đèn đường D11 Chip LED SMD Công suất 200W","200","","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD11S250","Vỏ đèn đường D11 Chip LED SMD Công suất 250W","250","","",""
"VDD11","Vỏ đèn đường D11 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD11S300","Vỏ đèn đường D11 Chip LED SMD Công suất 300W","300","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD12S050","Vỏ đèn đường D12 Chip LED SMD Công suất 50W","50","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD12S100","Vỏ đèn đường D12 Chip LED SMD Công suất 100W","100","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD12S150","Vỏ đèn đường D12 Chip LED SMD Công suất 150W","150","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD12S200","Vỏ đèn đường D12 Chip LED SMD Công suất 200W","200","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD12S250","Vỏ đèn đường D12 Chip LED SMD Công suất 250W","250","","",""
"VDD12","Vỏ đèn đường D12 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD12S300","Vỏ đèn đường D12 Chip LED SMD Công suất 300W","300","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD13S050","Vỏ đèn đường D13 Chip LED SMD Công suất 50W","50","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD13S100","Vỏ đèn đường D13 Chip LED SMD Công suất 100W","100","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD13S150","Vỏ đèn đường D13 Chip LED SMD Công suất 150W","150","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD13S200","Vỏ đèn đường D13 Chip LED SMD Công suất 200W","200","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD13S250","Vỏ đèn đường D13 Chip LED SMD Công suất 250W","250","","",""
"VDD13","Vỏ đèn đường D13 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD13S300","Vỏ đèn đường D13 Chip LED SMD Công suất 300W","300","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD14S050","Vỏ đèn đường D14 Chip LED SMD Công suất 50W","50","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD14S100","Vỏ đèn đường D14 Chip LED SMD Công suất 100W","100","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD14S150","Vỏ đèn đường D14 Chip LED SMD Công suất 150W","150","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD14S200","Vỏ đèn đường D14 Chip LED SMD Công suất 200W","200","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD14S250","Vỏ đèn đường D14 Chip LED SMD Công suất 250W","250","","",""
"VDD14","Vỏ đèn đường D14 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD14S300","Vỏ đèn đường D14 Chip LED SMD Công suất 300W","300","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD15S050","Vỏ đèn đường D15 Chip LED SMD Công suất 50W","50","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD15S100","Vỏ đèn đường D15 Chip LED SMD Công suất 100W","100","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD15S150","Vỏ đèn đường D15 Chip LED SMD Công suất 150W","150","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD15S200","Vỏ đèn đường D15 Chip LED SMD Công suất 200W","200","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD15S250","Vỏ đèn đường D15 Chip LED SMD Công suất 250W","250","","",""
"VDD15","Vỏ đèn đường D15 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD15S300","Vỏ đèn đường D15 Chip LED SMD Công suất 300W","300","","",""
"VDD20-A","Vỏ đèn đường D20 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD20S050-A","Vỏ đèn đường D20 Chip LED SMD Công suất 50W | Mẫu A","50","","","Mẫu A"
"VDD20-A","Vỏ đèn đường D20 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD20S100-A","Vỏ đèn đường D20 Chip LED SMD Công suất 100W | Mẫu A","100","","","Mẫu A"
"VDD20-A","Vỏ đèn đường D20 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD20S150-A","Vỏ đèn đường D20 Chip LED SMD Công suất 150W | Mẫu A","150","","","Mẫu A"
"VDD20-A","Vỏ đèn đường D20 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD20S200-A","Vỏ đèn đường D20 Chip LED SMD Công suất 200W | Mẫu A","200","","","Mẫu A"
"VDD20-A","Vỏ đèn đường D20 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD20S250-A","Vỏ đèn đường D20 Chip LED SMD Công suất 250W | Mẫu A","250","","","Mẫu A"
"VDD20-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD20S050B-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 50W | Mẫu B","50","","","Mẫu B"
"VDD20-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD20S100B-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 100W | Mẫu B","100","","","Mẫu B"
"VDD20-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD20S150B-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 150W | Mẫu B","150","","","Mẫu B"
"VDD20-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD20S200B-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 200W | Mẫu B","200","","","Mẫu B"
"VDD20-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD20S250B-B","Vỏ đèn đường D20 Mẫu B Chip LED SMD Công suất 250W | Mẫu B","250","","","Mẫu B"
"VDD21","Vỏ đèn đường D21 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD21S050","Vỏ đèn đường D21 Chip LED SMD Công suất 50W","50","","",""
"VDD21","Vỏ đèn đường D21 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD21S100","Vỏ đèn đường D21 Chip LED SMD Công suất 100W","100","","",""
"VDD21","Vỏ đèn đường D21 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD21S150","Vỏ đèn đường D21 Chip LED SMD Công suất 150W","150","","",""
"VDD21","Vỏ đèn đường D21 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD21S200","Vỏ đèn đường D21 Chip LED SMD Công suất 200W","200","","",""
"VDD21","Vỏ đèn đường D21 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD21S250","Vỏ đèn đường D21 Chip LED SMD Công suất 250W","250","","",""
"VDD22","Vỏ đèn đường D22 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD22S050","Vỏ đèn đường D22 Chip LED SMD Công suất 50W","50","","",""
"VDD22","Vỏ đèn đường D22 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD22S100","Vỏ đèn đường D22 Chip LED SMD Công suất 100W","100","","",""
"VDD22","Vỏ đèn đường D22 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD22S150","Vỏ đèn đường D22 Chip LED SMD Công suất 150W","150","","",""
"VDD22","Vỏ đèn đường D22 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD22S200","Vỏ đèn đường D22 Chip LED SMD Công suất 200W","200","","",""
"VDD22","Vỏ đèn đường D22 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD22S250","Vỏ đèn đường D22 Chip LED SMD Công suất 250W","250","","",""
"VDD23","Vỏ đèn đường D23 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD23S050","Vỏ đèn đường D23 Chip LED SMD Công suất 50W","50","","",""
"VDD23","Vỏ đèn đường D23 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD23S100","Vỏ đèn đường D23 Chip LED SMD Công suất 100W","100","","",""
"VDD23","Vỏ đèn đường D23 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD23S150","Vỏ đèn đường D23 Chip LED SMD Công suất 150W","150","","",""
"VDD23","Vỏ đèn đường D23 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD23S200","Vỏ đèn đường D23 Chip LED SMD Công suất 200W","200","","",""
"VDD23","Vỏ đèn đường D23 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD23S250","Vỏ đèn đường D23 Chip LED SMD Công suất 250W","250","","",""
"VDD24","Vỏ đèn đường D24 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD24S050","Vỏ đèn đường D24 Chip LED SMD Công suất 50W","50","","",""
