"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Phương pháp bổ sung","Mã biến thể","Tên biến thể","Đơn vị tính","Màu ánh sáng","Loại LED","Công suất","Mạch","Điện áp","Số lượng LED","Loại tản nhiệt","Kiểu đấu"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4P5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3P5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-6B5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-5B5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4B5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M50S050-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3B5-5C-16LED-DD-A","Module SMD 50W LED 5050 (Mẫu A) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đùn trắng","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6P3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5P3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4P3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3P3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6P3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5P3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trắng (5.000K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4P3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3P3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6P3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5P3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4P3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3P3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6P3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5P3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4P3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3P3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6P3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5P3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4P3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3P3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6B3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5B3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4B3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3B3-5C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 64LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6B3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5B3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4B3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3B3-5C-64LED-DD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 64LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","64","Nhôm đúc xám","Dây điện"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6B3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5B3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4B3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3B3-5C-50LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 50LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","50","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6B3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5B3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4B3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3B3-7C-49LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 7C, 42VDC, 49LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","7C","42VDC","49","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-6B3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-5B3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-4B3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M30S050-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30S050-3B3-8C-64LED-CD-B","Module SMD 50W LED 3030 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 8C, 48VDC, 64LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","8C","48VDC","64","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-6P5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-5P5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4P5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3P5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-6B5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-5B5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4B5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3B5-5C-16LED-CD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Cầu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-6P5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-5P5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (5.000K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4P5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3P5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
