"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Loại tản nhiệt","Kiểu lắp"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (5.000K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (5.000K)","Bridgelux 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (5.000K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P3SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 3030, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trắng (5.000K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P5SL-AN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 5050, Năng lượng mặt trời | Nhôm đùn trắng, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to điện áp thấp","Nhôm đùn trắng","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P3HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P5HN-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Nhỏ | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P3HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P5HT-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Dim 1 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6B5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5B5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4B5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3B5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Bridgelux 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Bridgelux 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-4P3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-3P3HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-6P5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
"DP01S","Sản xuất","Đèn LED pha P01 SMD (Khung xám)","Đèn LED pha P01 SMD (Khung xám)","DP01S500-5P5HD-BN","Đèn LED pha P01 SMD (Khung xám) 500W | Trắng (5.000K), Lumileds 5050, HKLED Dim 5 Cấp | Nhôm đúc xám, Ngang","500","Trắng (5.000K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to điện áp thấp","Nhôm đúc xám","Ngang"
